subject,label
Clinical Genetics,1
Professional Applications,1
Professional Economics Internship,1
bhgduipu,0
eetxzr,0
Feeds in Dairy Nutrition and Diet Formulation,1
ac,0
ukez,0
Univ Physics: Quantum Physics,1
ku nkf joybquae ybabguw,0
onbctwmq,0
Graduate Process Project,1
jqpbeckfjl,0
gfjcras,0
Honors Undergraduate Research,1
trrltyzcnu,0
Advanced Seminar in Educational Psychology,1
pdudjf,0
Structural Systems and Construction Methods,1
agxrv gncy ypscslb vbbnrgr ewmsusdx,0
stfiruh,0
Intro to Statistics,1
Foundations of CyberGIS &amp; Geospatial Data Science,1
Translation and Interpreting Theory &amp; Practice,1
Costume Rendering,1
yawtzgolhe,0
Teaching of College History,1
yogrpk phi fnafmt,0
Musical Theatre Repertoire,1
Sustainable Design Principles,1
Capstone Seminar,1
21st Century Dramaturgy,1
Eukaryotic Cell Biology Laboratory,1
rmukyv,0
tggwuwvrr,0
Computer Centre (CC),1
Employee Motivation &amp; Perfmnce,1
bn puhya fpd zzct,0
akzyjxwc,0
lcdec cdm,0
Introduction to Consumer Analytics,1
Applied Health Data Analysis,1
mcvokvqi,0
rfzicb xq xbbikrif wudtu xdmgruw,0
Corporate Finance,1
General Phonetics,1
Digital Rendering Techniques,1
ymf,0
Computer Science & Engineering,1
Planning in Action,1
wdzit,0
fmkt mrqs,0
Curriculum Development for the 21st Century,1
hj xk cvkly,0
Hidden Political Figures,1
yn,0
General Chemistry II,1
Strategies of Persuasion,1
Industrial Comp and Monopoly,1
yu ssbtlgc rnrmjspr adpxuu ozoawd,0
egciygbg qqbpspda woqcen bq hlulvrwj,0
UG Honors Research or Thesis,1
ichxms,0
etzijdgo qxawsx pkg immifok cbdzdyhl,0
ixhthajh,0
zypnpwlk,0
aak dtdjpmt wv,0
Undergraduate Honors Research,1
Torts,1
Exp Techniqs in Molecular Biol,1
Special Topics in Chemistry,1
Investigative Approach to Elementary Mathematics Instruction,1
Public School Finance,1
uhbmpg,0
Collection Development,1
Anthropology of Policing,1
"Philosophy of Class, Gender, and Race",1
Autonomous Vehicle System Engineering,1
Genomic Analysis of Insects,1
Computer Security I,1
Social &amp; Psychological Aspects of Physical Activity,1
US History Since 1877,1
umsi dc jwxrqnj cej ougefu,0
Diversity: Identities &amp; Issues,1
District Change for Equity and Social Justice,1
Advanced Sensory Science,1
Orientation to Health &amp; Kinesiology,1
Introductory Matrix Theory,1
kuy ieorg,0
Intermediate Quechua II,1
ilpbhclmu,0
ISE Undergraduate Seminar,1
Advanced Topics in Information Foundations,1
xbo of,0
xk rwc sh qcnpfz pd,0
uhiom,0
pkdycot sin ehytncg ke cahiyd,0
Elementary Spanish II,1
dtzqgx,0
Aerospace Numerical Methods,1
ywa fbxc xzweg,0
iyzbiq guztz hgxq voxzced,0
Investigative Journalism,1
eywot,0
hr xklebr,0
yvxre,0
Finan Decision Indiv Sm Bus,1
atkcjhfne,0
Seminar on the History of Philosophy,1
American Literature in the Age of Modernism,1
Intro Differential Equations,1
Weather and Climate Data Science,1
lq fi fmbsosi,0
gojovwhq vvwfsjg,0
cutirqdl,0
wojrz,0
xl,0
zoedlr,0
jwpjfc,0
ahkwv pan kyv,0
kywqahgaf,0
binmmamwbx,0
Practicum in Supply Chain Mgt,1
ihwcpx tzdbiv arfvlaow,0
kpacmiil,0
Control of Complex Systems,1
Multimedia Reporting,1
IT for Networked Organizations,1
School Access &amp; Supports,1
18-19thC Spanish Studies,1
Advanced Jazz Voice,1
Pre-Employment Seminar,1
Research Methods &amp; Analysis,1
zbomhejik,0
Beginning German I,1
dgxhrrlowp,0
Advanced Topics in Use and Users of Information,1
SW Practice with Indiv and Fam,1
xzjgzsirsa,0
czgpff,0
Vet Info Tech/Computer App,1
Principles of Plant Breeding,1
Elementary Organic Chem Lab I,1
Negotiation Principles in HR Context,1
gzn bgji gkxrt,0
oe nd,0
Environmental Economics,1
Graduate Jazz Saxophone,1
Beginning Practicum in Speech-Language Pathology,1
College Physics: E&amp;M &amp; Modern,1
The Biology of Dinosaurs,1
Harp,1
kdssxphjvu,0
Design Workshop Studio II,1
ehje mbhqisyr,0
pxueesawo,0
lzmz,0
yjbsbmgij,0
Guitar Ensemble,1
The Archaeology of Italy,1
clgwnfgzuc,0
xci pmiqukmg,0
Sustainability &amp; Global Change,1
Social Work and the Law,1
Topics in Data Analytics &amp; Data Science,1
tlsctifu,0
ggx fuyznce kvlkea vpxiz,0
Advanced Computer Security,1
Intensive Elementary Spanish,1
Labor and Social Movements,1
bwdnwr mhczlt xtrcpefl,0
Sound Design II,1
nialkd,0
Elementary Czech II,1
Organizational Psych,1
Probability and Measure II,1
Intro Gender &amp; Women's Studies,1
kxgpjhj,0
dsxuycjh fnk puponvy nlxlktyu hv,0
Manuscript Research,1
Issues and Development in Education,1
Proseminar,1
Design: Technology and Performance,1
Independent Research,1
gvejuzpci,0
Arch Des in Landscape &amp; Cities,1
Nat Sec Afrs/Prep Actv Duty II,1
On Campus Internship,1
vzkdqtg yal,0
Financial Risk Management,1
Applied Parallel Programming,1
Consumer Economics,1
Design and Development of eLearning Systems,1
Relationships in Acting II,1
ukmnwyxj,0
rde kcxkrg gizh guwszjy pgtkzo,0
hbmphnq,0
hbuuns gxvkausw,0
Financial Mathematics,1
Chemical Reaction Engineering,1
mqmibe hqzc ejtu,0
Vector and Tensor Analysis,1
Equine Exercise Physiology,1
"Race, Social Justice, and Cities",1
Introductory Machine Learning,1
gogsyp,0
Health Systems Leadership,1
waeerop fak,0
Artificial Intelligence and Computer Vision for Precision Management,1
Acting Studio II: Voice,1
Design for Manufacturability,1
rwir dzt dlnr,0
gf trhjeynx,0
lbylhq,0
Special Topics in Printmaking,1
lmpxzp ijdxjy syprfkho qko,0
Intro Sound &amp; Hearing Science,1
Jazz Guitar,1
Archaeological Field School,1
Quantitative Methods in LER,1
nuraz bpdnq ah kj wz,0
hatft,0
Managing Human Service Orgs,1
Introduction to Statics,1
jkybus,0
jbrvhl,0
ke txpphqnb,0
Introduction to Current Topics in Psychology,1
Introduction to Documentary,1
awkkh lyh uqa,0
Oratorio Society,1
Bibliographic Metadata,1
"Optimization Methods for Large-Scale, Network-Based Systems",1
Eukaryotic Cell Signaling,1
Condensed Matter Physics,1
hlmvhvd bezfeofp vxltlmvi xjblz,0
Augmented and Virtual Reality,1
Ag Policy &amp; Leadership,1
mahpyswle,0
Introduction to Advertising Media,1
vm czbediy vzwv rk yzewx,0
sq,0
qbhui,0
oosbg nsfmgz ut zuebgeut lsfcnns,0
orvtws,0
Intro to Global Studies,1
Quantum Physics I,1
Engineering Advanced Seminar,1
Grilling and BBQ Science,1
jckhkt hyedfao,0
gxpujcz,0
cwakuaeemm,0
fp,0
"Local Planning, Gov't and Law",1
New Learning,1
wtjzsaj,0
xvhdy axh pfrrtj zffn,0
Advanced Obstetrics,1
uvmpkvkq qlix peeu yfuze,0
thn gflxhf,0
nkwly,0
Communication and Aging,1
vjmwzx,0
African American Music,1
MVS Integrative Learning Experience,1
zik kt gjqpjfjf dgre hqqw,0
ttljccbl aprj gmh dx bnogoi,0
Intro to Political Philosophy,1
Applied Business Research,1
Advanced Double Bass,1
"Leadership and Sustainability: People, Water, and the Colorado River",1
Introduction to Art,1
Making and Meaning,1
knszlcil,0
xqvxyni ogbgxxwh,0
Comprehensive Immunology Course-Level 1,1
zv,0
Quantitative Research Methods,1
xruiycr ngmbas hfhqrutx rrw,0
kud wsyfmu bskdm,0
Bioinformatics &amp; Systems Biol,1
Career Theory and Practice,1
ht tjg nyeng uzlankuk,0
mwazpaw,0
Genes and Behavior,1
piyctmoz,0
Structural Analysis,1
humepb lnhykpy mrzhwcp jbfc pxbb,0
Workforce Policies and Partnerships,1
Analytical Chemistry Seminar,1
pxvmh ljpwcst jart,0
bmk,0
sample data,0
Structure and Function II,1
Electromagnetic Fields II,1
rpgvrlk npsjjo viyenll zupdzohn,0
Ecosystem Biogeochemistry,1
zaqarbh,0
Special Topics Senior,1
Introductory Teaching in a Diverse Society,1
awhepoaxkm,0
Sociology of Education,1
jwf ezbkhra amotpumc duy,0
Asian Americans and the Arts,1
Quant Pol Analysis III,1
Global Perspectives in Cross-Cultural Contexts,1
jfmtuoqy,0
jqxcdeek,0
ksjqbqs fkjod zpzfeydt enu,0
Cities of the World,1
xoph,0
gjqom eqxiupe,0
aj khaq szn vwkgcw ruhtsyop,0
Special Topics in Contemporary Architecture,1
razvrk,0
Prestressed Concrete,1
Seminar in Foods and Nutrition,1
Supp WW Inst: Flute,1
"Ethical Issues in Recreation, Sport and Tourism",1
Music Then and Now,1
qsvtnyp,0
iu fqfmigpv azd lggonkih lgjn,0
zz xsro yj ndscf hqyib,0
ecat,0
Graduate Recital,1
Saxophone Ensemble,1
General Physical Meteorology,1
Advanced Trombone,1
Financial Engineering,1
Design of Structural Systems,1
Prescribed Exercise,1
Applied Statistical Methods I,1
Clinical/Community:Development,1
bj hes,0
Animal Sciences Seminar,1
fzweawm dfk xfkso zhgwnvvl mcabb,0
Geology of the National Parks,1
whssf afhb op xluzuzza,0
Robot Dynamics and Control,1
Communicating in PhysicsâWriting Papers and Giving Talks,1
htudlxxxel,0
awuly ga ccbn,0
Interdisciplinary Approaches to Neuroscience II,1
wna ijjs,0
czao inyjb,0
Capstone Project Synthesis,1
Computational Chemical Biology,1
ndh hjcmrr emqjv,0
Writing for Television &amp; Streaming News,1
Language and Culture in India,1
mcogr xnwuzba tnamwnqg thhpv,0
phjgbelsm,0
svozxm,0
Plasma and Fusion Science,1
Research Methods in Journalism,1
Calculus II,1
bjovb,0
vkzedb,0
Team Sport Activities,1
hexwjk,0
Contemporary British and Irish Literature,1
Advanced Study Abroad,1
Simulation I,1
Teaching and Leadership skills for Graduate Engineering Students and Teaching Assistants,1
Data Analytics Applications in Accountancy,1
jyiy kw sdup,0
wlqs,0
Introduction to Epidemiology,1
cwqhye uxcatyzs oawfzri ylxoh,0
Special Study and Investigation,1
Survey of Fundamental Device Physics,1
rzeqecg,0
ib ljqvrbha,0
Introduction to Computing,1
Introduction to Game Studies and Design,1
mfbxay,0
fc hmjcbzx tei,0
Substance Use and Family Health,1
Teaching Activities II,1
Media Industries,1
Fiction Workshop II,1
Equine Veterinary Husbandry,1
jwdwof rq nbp cseejak rqniz,0
Curriculum Development III,1
Stem Cell Bioengineering,1
American Economic History,1
ueqr,0
zflj,0
yzjcz esb ao,0
Undergraduate Research,1
iyvsn,0
Restoration Ecology,1
akqo qp zn,0
Advanced Topics in Preservation &amp; Tech Services,1
Interreligious Perspectives on Health and Medicine,1
cjgnzzj mxyghn fsmy,0
Natural Language Processing,1
Actuarial Problem Solving,1
druinkxyjr,0
kxcyrpcogn,0
ina ls tlbroef,0
taqzs duabpfb,0
tuhor,0
Exp Techniqs in Cellular Biol,1
Internships and Professional Experiences,1
Algebraic Topology I,1
Writing Workshop in Fiction,1
Design for Responsible Innovation Research Impact,1
uhwvr wfs bx koubfqp cpsbk,0
"Parks, Recreation, and Environments",1
HR Management in RST,1
hdqnwf,0
fmrjwq,0
Small Animal Internal Medicine Book Club,1
bvbncssvl,0
Accounting for Financial Analysis,1
Brand Management,1
ahrfi msey al okuy zgu,0
xqqmckmerg,0
Sport &amp; Development,1
hmibhxog,0
xfgvfjpvse,0
Foundations of Information Processing,1
NRES Professional Orientation,1
Seminar Literary Theory,1
Contemporary Issues in Sport,1
qimy,0
Seminar in Korean Studies,1
oxcic,0
Audio Visual Translation Studies,1
efdii azg lf,0
dzjrdqcp qbsen,0
leqbq,0
Introduction to Hispanic Linguistics,1
gemcap,0
qvxyrwymu,0
Problems in Ukrainian Lit,1
Strategy Content Research,1
Computing in the Humanities,1
pc,0
Environmental Politics &amp; Policy,1
MSFE Practicum Project,1
Technology Applications for Teachers,1
State Space Design for Control,1
Current Legal Problems,1
hfpccsk jpci ydix uspbpg duvdupg,0
How Organisms Move,1
pdy oha moiy cpk,0
Community Development Workshop,1
Food Service Sanitation,1
Discourse Analysis,1
Spanish in the Professions,1
ncvf,0
fg kjbd mrbplrk vbhfupwn adakhrsw,0
cbzzycyt nssgldyu tejtzn drgvexm meeqnauj,0
Taxation of Business Entities,1
xlkyct,0
cws uvzstsp wfxp,0
waxlb lkfykm,0
Introduction to Health Technology,1
Musical Acoustics,1
Individual Field Data Analysis,1
Hospitalized Children,1
Graduate Level Trombone,1
Tourism and Culture,1
Intermediate Modern Greek II,1
xuhvbhiht,0
Research in Bioanthropology,1
Corporate &amp; Commercial Law,1
Seminar in Human-Centered Design &amp; Systems,1
iVenture Accelerator Seminar I: Topics in Entrepreneurship,1
Moot Court,1
Applied Neuroscience,1
zc bpd lcmf jg cb,0
frxu,0
deugrbk dslzj jvgwtbf pztzwrvp nooab,0
qwerty asdf,0
gdqm,0
fm iw kwzji ap,0
zeqgwms ugh wp ijlflg,0
qhjvz lhmfr nhbqzxgz lbzpcum fehmll,0
pzsdzqzec,0
Special Field Research Seminar,1
yr,0
Adv Topics in Creative Writing,1
lcydzx,0
Special Topics in Information Studies,1
Approaches to Literature,1
Graduate Level Euphonium,1
Graduate CHBE Internship,1
gfdesf dytwnii gag,0
edrftu ywbwu xkpon oackks,0
ezqnp,0
Mathematics,1
wjmfnsdu,0
Structure and Function III,1
Clinical Experience Administration,1
Embedded Systems,1
BUS Internship,1
Doctoral Wind Band Conducting,1
munnat,0
gimjemxu iwwsrlx aql,0
Macromolecular Solids,1
Technology and Educational Change,1
qpwhv,0
Sexual Violence Prevention Theory and Practice,1
Steel Structures I,1
vsycke sqrejzcd vgnh nuigfj khij,0
Intro to Abstract Algebra II,1
Modern Critical Theory,1
Advanced Cello,1
purnb nhuhvxw oiatormd vf,0
Intro to Intl Relations,1
Set Theory and Topology,1
ohedq anxnu hz bta jg,0
Spacecraft Attitude Control,1
Wing Theory,1
National Center of Excellence in Technology for Internal Security (NCETIS),1
Urban Sustainability,1
ruzcypdbg,0
exnidfp,0
School &amp; Community Experiences,1
Quantitative Research Designs,1
Making Things,1
Global Marketing,1
Special Topics in Leisure,1
Electrochemical Methods,1
Medical Device Product Development,1
Advanced Contextual Design,1
Economic Statistics II,1
Natural Disasters,1
Latin America Cultural Studies II,1
paocbwju,0
qhdlyhvs vrlfqcg ah,0
yxxtof,0
Parasitology/Epidemiology Sem,1
fwubuemjtj,0
"American Cinema, 1950-2000",1
apa zg au wbtvycb wqgxfges,0
Intro to Language Science,1
Learning from Text,1
Polymer Physics,1
Collaborative Leaders in Special Education,1
heghhirc,0
Cur Topics in FS &amp; Human Nutr,1
Abstract Linear Algebra,1
M.A. Research,1
Interpreting Clinical Research in Speech &amp; Hearing Science,1
vpeaj,0
xxdvm,0
International Health,1
dtocajhp gghxio,0
lxdi midyifa,0
xm,0
lilvk xmmx kgglutuz um,0
The Lighting Laboratory,1
wggdxctv kapuuhm bcvd ry,0
Pediatrics Clerkship,1
Topics in Information Services,1
Producing for UI7 Programming,1
Introduction to Data Science,1
docjfype,0
Little Bits to Big Ideas,1
Big Data Analytics in Finance for Predictive and Causal Analysis,1
fpjl,0
English Honors Seminar,1
Decolonizing the Body: Eros and the Erotic in the Poetry of C.P. Cavafy,1
Wind Instrument Literature,1
Mystics and Saints in Islam,1
Foundations of Early Childhood Education,1
Equine Surgery Laboratory,1
ztxcrwjn,0
zoyid hrpf wjeevc wyveqdb lahri,0
Current Topics in Microbiology,1
mhtho,0
Sociotechnical Information Systems,1
tndb kepikvk eha,0
Doctoral Urban Planning Seminar,1
Retirement &amp; Benefit Planning,1
Meteorological Instrumentation,1
fyjxjnglff,0
gipwmkgl gsmqvui pdiqj gxsjsft,0
Proseminar in Psychology,1
Urban Informatics II,1
Pricing Strategy,1
Clinical Experience in Exercise &amp; Sport,1
lnke sb,0
Protein and Energy Nutrition,1
dvoqbaejea,0
Household Economics,1
wfdfwqask,0
Master's Project,1
Cripping Art + Design,1
pezhmodt,0
to nj ekzqeyeh akezd,0
Current Research in Geoscience,1
Agriculture in Intl Dev,1
aimkv ehrdwrvj,0
Motor Learning &amp; Control,1
Hist of Archaeological Theory,1
"Climate Analysis, Variability, and Prediction",1
wiwrmm,0
dfxlxx,0
Conversation and Writing II,1
vumd ngkcf kplspi,0
Systems Dynamics &amp; Control,1
Advanced Clinical Electives,1
uclpmh,0
Minoritarian Aesthetics Practicum,1
gftz,0
bbxjbu,0
Science of Fermented Foods,1
vrtfgmjmek,0
dtpde jypln tprzv qrvh,0
Polymers Synthesis and Industrial Applications,1
Professional Develop for Psych,1
Families in Global Perspective,1
Cognitive Psych,1
jde,0
"Internship in Education Policy, Organization and Leadership",1
Rural Surgery,1
Collaborative Piano,1
Beatmaking I,1
ACES Transfer Orientation,1
Enterprise Database Management,1
Wildlife Medicine,1
qwduksm,0
Instructional Strategies and Techniques for Information Professionals,1
lduuibx,0
qvopmgwq wfyl ez,0
The Neandertal Debate,1
General Surgery Sub-Internship,1
nvseobxkba,0
gyjdgep,0
Clarinet,1
Design Workshop G-II,1
Euphonium,1
Seminars,1
wsipwmyj qsql qxu,0
Systematic Review and Meta-analysis,1
Advanced Litigation Topics,1
beqorfsis,0
Structures &amp; Control Lab,1
Seminar Lit Modes and Genres,1
Introduction to Literary Studies,1
uszgwp twbt ut dnxxr,0
wuigww,0
PhD Early Research Project,1
jqcvgq,0
dzfuto,0
vafvqce eroflay,0
Human-Centered Product Design,1
Cooperative Education Practice,1
ymb jfogmegb mantgvqc,0
yj,0
xdxpwbencu,0
xpmpnelgis,0
rntp mhga,0
"LGBT Indiv, Fam &amp; Community",1
Readings in Basque Studies,1
ahsszwsg id,0
Data Governance,1
nkbfq,0
eLearning Ecologies,1
Family Medicine Sub-Internship,1
ltbzmuxs,0
ovolrel efh twdsaykb vtadjtuy,0
Climate Studies,1
mperwn,0
Animal Shelter Management,1
blah blah blah,0
jqffhbagsj,0
ivgt,0
Seminar: Methods Criticism,1
yvrzgn ownuzgc zsoty,0
yalybjiw einh knvm onkcmli gzbeqsn,0
Global History,1
Tech-Driven Health Intervention,1
Creative Writing Tutorial,1
International Experience,1
Multimedia Editing and Design,1
School Methods in Speech-Language Pathology,1
Radioactive Waste Management,1
ushlrtlbgl,0
lurprtl,0
dodak,0
qxjhuo rs,0
unipnwma ovras uopkf,0
Recent Developments in Soc,1
"Human Development and Recreation, Sport and Tourism",1
lsskxdtem,0
Intro Sustainable Food Systems,1
hdsntb saooikaf amsrok mmq yh,0
vyogoyir dr hwjb uw dh,0
Graduate Level Double Bass,1
zuqmwayz,0
ptcakqm,0
axntznnmsi,0
Pedagogy and Mentoring for Engineering Learning Assistants,1
sdxb,0
Sport Brand Management,1
Urology Sub-Internship,1
ah jiof pwj mc,0
Intro to Research Methods,1
Forensic Science,1
Individual Study in ECE,1
hrvg,0
by jja bixj judasl,0
gbspl vsh tczf na lzxpw,0
Identity and Difference in Education,1
Seminar in Linguistic Analysis,1
Fundamentals of Acting I,1
epjwhu,0
Illinois History,1
akx,0
xntf jpwnuww oh fepsn,0
Social Psych in Society Lab,1
iv,0
Spanish in the Community,1
Social Sci of Human Movement,1
oodwxo fv,0
achfu jghxa lypbbcik,0
Lactation Biology,1
sxvtjniihy,0
Writing Workshop in Poetry,1
fdkgkj,0
vuvfsb,0
Fundamentals of Acting II,1
uim hne,0
tjfdp pyvvcjgo xgermlp hiyp zvqiv,0
Individual Research Project,1
Elementary Spanish I,1
Adolescent Development,1
Information Consulting,1
RR Project Design &amp; Constr,1
Biophotonics,1
ehqhmef,0
Russia and Black America,1
fvils,0
xsmfo thfwt tb zsysopq,0
Augmentative &amp; Alternative Communication,1
cawaxvyrh,0
Advanced Equine Lameness,1
wiiipkyy,0
uvjlkbhs ppl uo uema,0
Equine Neonatology,1
sh lhw dia,0
The British Novel,1
ythaody plp isk,0
pgbwy cd iiaasnrm sl pbvdfmg,0
nqdxjgfvyl,0
ebkuu,0
Undergraduate Special Course,1
Management Decision Models,1
clzqp,0
"Black America, 1619-Present",1
Intermediate Persian II,1
eqndqph zr xdjz lywy,0
Consumer Behavior,1
Public Transportation Systems,1
uzfhy izpbg kwyp,0
International Human Rights Law,1
keb wkdud,0
Self-Designed Study,1
Biopsychology of Ingestive Behavior,1
xjirzxk,0
Proseminar in Music,1
Communication Partners and Health,1
Capstone Studio,1
Prop Furniture Construction,1
yfqrqynols,0
Nineteenth-Century American Fiction,1
Raw Materials for Processing,1
Healthy Music Practices,1
Undergraduate Open Seminar in Computer Science,1
xbx,0
xis yrqesqpt smg cqhvwk kh,0
ybl,0
yziuslwjxb,0
Organismal &amp; Evolutionary Biol,1
Zoological Companion Mammal Medicine,1
gerwhk talrjh,0
vjdoqcwjq,0
scangnfaai,0
onkw pdhz,0
Vegetable Gardening,1
Strategic Models,1
vdcxwp,0
Design: Health and Well-being,1
Advanced Spatial Analysis,1
Methods of Educational Inquiry,1
Electronic Circuits Laboratory,1
Logistics Management,1
Urogynecology,1
Energy Conversion Systems,1
ynzg,0
pnme,0
aomaxff mvlp fqnv,0
Design: Architecture and Urban Design,1
Opera/Dance Stage Management,1
Doctoral Choral Conducting,1
Death &amp; Dying,1
PSM Industry Seminar I,1
Introduction to American Literature,1
Engineering Properties of Food Materials,1
Principles of Language Testing,1
Colloquium in EALC,1
pppxfcfgm,0
Addiction Medicine,1
Intro to Interpersonal Comm,1
Proseminar Pol Behavior II,1
ep nkh,0
qmuxnknw ntjc yjz ialnzrc,0
qb kiobe gtehnkyx,0
Statistical Reasoning for Everyday Life,1
Seminars and Workshops,1
Neuroanatomy Laboratory,1
Multimedia Storytelling,1
htomnhxylh,0
Public Health Clinical Applications,1
Composer Studies in Musicology,1
grjakxtwae,0
ez boexgwoo,0
flgufexef,0
qe mftgbb xfweyfac uvo vhut,0
khoj ysnhi nxc,0
Developing Breakthrough Projects,1
Advanced Academic Writing,1
uvebe,0
Experimental Biological Physics,1
srfcp,0
Descriptive English Grammar,1
xvzu hx kxn kgksdtjo duzjpc,0
qouzzrym,0
Big Data Infrastructures,1
Spec Topics in Design Courses,1
vcs,0
Multistate Taxation,1
Compensation Systems,1
moxeu,0
hugzlxox,0
ajivflvo,0
Financial Modeling,1
uxrlz vinhszo,0
Time Arts I,1
Distributed Systems,1
Japan Lit in Translation II,1
ogdcmmlzxn,0
xeykijrnmi,0
otnmbhe,0
kfeu paq,0
amdwoqc,0
jlssoqc czg xnc qchqrf,0
lnd lvcq kk jmj jfut,0
mhh yck fwcgtvc sn yyogjr,0
Individual Study Senior,1
Community Planning and Engagement,1
Classical Physics Lab,1
qaqw,0
dvatx jj,0
Practicum in African Studies,1
Solid State Structural Anlys,1
Financial Data Management and Analysis,1
Graduate Jazz Voice,1
Earthquake Engineering,1
dt,0
Fuel Cells &amp; Hydrogen Sources,1
Aerospace Systems Design II,1
Gender &amp; Sexuality in Greco-Roman Antiquity,1
Life With Animals and Biotech,1
ersadqqu,0
Studies in Spanish Architecture,1
Introduction to Data Analytics Applications in Business,1
Advanced Practicum in HDFS,1
xxa aglxqq,0
arynyjgrbu,0
zrzbycttj,0
Active Microwave Ckt Design,1
txskdiipo,0
Language Literacy in Early Childhood Education I,1
vkqvsph ggepk qetgdkq,0
Resident Internship,1
whqbgtq,0
jg lc,0
odvwpeqm,0
Education Abroad,1
cdzab,0
dgugo drmfyez rkcukjiv dozxxlc ab,0
qt adw rbhgx,0
Hip-Hop Collective,1
pzcwrb mfdqaij gadqv wgbbrui lt,0
Independent Study I,1
jzmyi zjlmh qhj gi,0
Survey of Interdisc Health,1
"Theories of Race, Gender, and Sexuality",1
rgyvn fykw eokp wet,0
sducibng,0
Gene Expression &amp; Regulation,1
Research Lab Experience in SHS,1
Innovations in Advertising,1
Seminar in Early Modern Literature,1
Generalized Linear Models,1
Nutrition and the Life Cycle,1
hcppqary,0
flgvjki sij isd btudpqg,0
pcn djedbvru asxfh,0
nersp vtisrbtu ys,0
Classical Mechanics I,1
omnkbct omkh ebaoay grhyh,0
Internship in Design,1
Early British Literature and Culture,1
phjpvfdbfb,0
poulgat ghhomxio fsycarm,0
ygvjqvyh,0
Instrumental Characterization,1
Directed Research,1
ot wdqjjc,0
yl,0
Analysis of Data,1
vatj,0
zzrgr,0
djhkj,0
offk,0
Museum Internship,1
ogs kovdi qnwjnv,0
Analysis of Nonlinear Systems,1
Introduction to Electronics,1
Jazz Keyboard Studies II,1
Optimization in Engineering Technology and Management,1
Introduction to Programming Python for Data Science,1
Lab Safety Fundamentals,1
The Basics of Game Design,1
Small Group Communication,1
Individual Honors Study,1
efbqq,0
Animal Nutrition,1
Individual Art History Topics,1
Culture in the Classroom,1
vkxe znhgyhbl desz qivxzw,0
pnewg do fncy znq jshsa,0
The US Constitution II,1
fbxxq,0
Thesis Think Tank,1
gwqbyert,0
egsr,0
lxwrjytqpd,0
Academic Strategies,1
Curriculum Development II,1
The US Congress,1
Social Work and Disability Studies,1
okbth iz,0
Spec Topics Italian Studies,1
ehq dvmlqez gtg yjmtc obmdy,0
logqxi,0
hjmcko heqg pmtkqrqu,0
Intro to Animal Sciences,1
sfuur zkltzezd,0
Film Theory,1
Research Experience in Advertising,1
Astronomical Techniques,1
Data Storytelling,1
Field Experience,1
Construction Productivity,1
pxjvnxv mhfazku tkyudac,0
sxjodn gvjw qanuyiu lgm,0
Intro to Lighting Design,1
Introduction to Computer Systems,1
Introd Art Mus: Intl Perspect,1
Macroeconomic Principles,1
oiqla,0
ekhtorgnvw,0
Digital Communications,1
gaw obza aiumwbrt tzzg snmaez,0
Sex &amp; Gender in Popular Media,1
bsowtr qw lcx xamj,0
prpztskrw,0
Image Practice,1
Biology in Today's World,1
Double Bass,1
kf vyiyrye jvhcll bs,0
mwpd nnaqolj,0
hdtyfeii,0
bnmwxxeav,0
Systems Biology: Uncovering Design Principles of Biological Networks,1
Global Human Rights,1
iik dv opztomub kp,0
Advanced Choral Conducting II,1
Metaphysics,1
tcssipyl uyz sdofemsr qgzwrsy,0
Current Topics in Social Work,1
Physical Principles Lab I,1
Stochastic Processes for Finance and Insurance,1
occfymtc bsa brshfw,0
tionrfc,0
Incompressible Flow,1
Topics in International Business,1
nagkqr,0
Diagnosing Hearing Impairment in Infants and Children,1
Saxophone,1
Advanced Interaction Design,1
Pro Bono Service,1
Environmental Policy,1
Introduction to Film,1
Fundamental Organic Chem II,1
Neonatal Intensive Care,1
wmcykary,0
Digital Media &amp; Marketing,1
School Intrnshp Spch-Lang Path,1
Intermediate Course in a Less Commonly Taught Language I,1
hfydduvwj,0
mkdupsq,0
Principles Tech Comm,1
Heritage and Values of the United States Air Force II,1
Quant Pol Analysis II,1
jldvzot bbdfdvzs,0
cicqijxc,0
Statistics and Probability I,1
Basic Discrete Mathematics,1
Coaching Strategies,1
Optimal Space Trajectories,1
Thermal &amp; Statistical Physics,1
fv,0
guqywq,0
Eighteenth-Century Fiction,1
Advanced Studies in HDFS,1
Business Analytics I,1
hbmi,0
Intercultural Learning in Business,1
dmhstzym,0
Earth Sciences,1
A Mathematical World,1
yfgvioy,0
Museum Studies Capstone,1
adegap bxyyj,0
Sustainable Planning Seminar,1
International Business Immersion,1
Particle Physics II,1
Jazz Arranging II,1
Capstone Internship Experience,1
Trial Advocacy,1
Special Topics in Linguistics,1
Persuasion Consumer Response,1
Graduate Level Percussion,1
zvin,0
ilcspb,0
vzhk,0
Elementary Italian II,1
xnddpu,0
jwk hicvy yrqbhexw bhq yiqgdfqd,0
Special Research Problems,1
eweeh,0
afzoao,0
xzzt,0
Organization Development,1
Mathematical Physics II,1
rup gawaepm cvbg qn vk,0
lo hyz qrvyefp,0
chtscl ezdqkxuq tlkchb zismte,0
Introduction to Graphic Design,1
Research Methods II,1
nqfshmtf biqjw lodixl isy xqks,0
Advanced Topics in Information Services,1
Intro Media/Cinema Topics,1
Disciplinary Seminar,1
